TITLE,FRAME_SIZE,PRDCT_SIZE,PRDCT_CL,PRDCT_CL_NM,WRITER,NATION,LOCATION,IMAGE_URL,IMAGE_NM,RDCNT,WRHOUSNG_DT,ACQS_DT
키,44.5x34.5cm,34x23.5cm,7,드로잉,박한진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/f048a1f5-e948-403d-87be-21245de2d5ca.jpg,119_박한진_키_soma_1810_acv__DSC0430.jpg,3,20071201,20071218
"길 위, 레이니어 산",-,70x50cm,7,드로잉,홍지연,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0a8f0c2b-2222-45ad-bd3a-d8d9d9a6544d.jpg,210_홍지연_길 위._레이니어산_soma_1810_acv__DSC0098.jpg,102,20151228,20151228
난 괜찮아,-,41x46cm,8,오브제,장형선,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/af1c9a9d-029b-4530-bf80-6f2284ea8224.jpg,207_장형선_난 괜찮아_soma_1810_acv__DSC0095.jpg,44,20151228,20151228
두 남자의 하루,126.9x87.5,120x80,5,사진,인효진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/3d78ab18-c003-4860-87b5-cc33728fc93d.jpg,038_인효진_두 남자의 하루_soma_1810_acv__DSC0074.jpg,5,20051201,20051230
저 남자가 가는 길,126.9x87.4cm,120x80cm,5,사진,인효진,대한민국,사업기획팀,/manage/upload_files/collection/2018/12/26/bc722b93-c58a-4aca-b882-3b448506d946.jpg,039_인효진_저 남자가 가는 길_soma_1810_acv__DSC0141.jpg,1,20051201,20051230
문.닫다-에이런의 서재,31x46cm,25.7x40.7cm,8,오브제,봉하진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/dd2a6e9e-fe47-4c6a-b2b3-8620e170030a.jpg,105_봉하진_문. 닫다_에이런의 서재-1_soma_1810_acv__DSC0548.jpg,10,20070301,20070402
개폐,96.5x75cm,83x61cm,7,드로잉,김홍석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/2f1f4f98-e567-4dbd-860b-13d952165a96.jpg,081_김홍석_개폐_soma_1810_acv__DSC0302.jpg,8,20061201,20061228
공간,42x58cm,31x47cm,7,드로잉,한묵,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e18a673a-5ce0-4223-959c-7d24acf9042f.jpg,154_한묵_공간_soma_1810_acv__DSC0304.jpg,24,20081230,20090130
공원,78.6x62cm,62x45.5cm,7,드로잉,문중기,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/69b9c35b-e359-4a70-a200-a8ae7e076838.jpg,103_문중기_공원_soma_1810_acv__DSC0216 1.jpg,15,20070301,20070402
누드,43.5x54.3cm,19.3x29.8cm,7,드로잉,안재후,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/1e1c54f0-f5af-4cbc-8923-a06256dad250.jpg,068_안재후_누드_soma_1810_acv__DSC0056.jpg,7,20051201,20051230
누드,71.5x86.5cm,56.5x71.5cm,7,드로잉,김봉태,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/f8009d03-2ebe-428a-9449-36eb5d6556fc.jpg,142_김봉태_누드_soma_1810_acv__DSC0312.jpg,14,20081230,20090129
무제,-,79 x 55 cm x 6점,7,드로잉,정 현,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/85657526-60b6-4cd4-8a64-4cd878c8d98a.jpg,193_정현_무제_1_soma_1810_acv__DSC0435.jpg,31,20131219,20131219
무제,-,54*43cm,7,드로잉,귤라 코시체(장민수 님 기증),아르헨티나,수장고,/manage/upload_files/collection/2020/02/06/073a5a9c-f7d7-462e-bf7d-5bca481f37e6.jpg,20200206_102738.jpg,66,20200101,20200107
무제,-,63.1*79cm,7,드로잉,스스무 싱구(박덕선 님 기증),일본,수장고,/manage/upload_files/collection/2020/02/06/b0490e88-1643-43c9-a1e9-4bac01f6a22a.jpg,20200206_102610.jpg,49,20200101,20200107
무제,-,95*70cm,7,드로잉,나이젤 홀(박덕선 님 기증),영국,수장고,/manage/upload_files/collection/2020/02/06/b59eb49b-3dd9-45ea-aa76-dadb638f4ff3.jpg,20200206_110100.jpg,29,20200101,20200107
무제,-,65.4*50.6cm,4,판화,헤수스 라파엘 소토(박덕선 님 기증),베네수엘라,수장고,/manage/upload_files/collection/2020/02/06/566f5286-d754-4f39-8c8b-37cea3b2684e.jpg,20200206_105901.jpg,23,20200101,20200107
무제,-,60*90cm,7,드로잉,크라즈 버그(박덕선 님 기증),브라질,수장고,/manage/upload_files/collection/2020/02/06/6feed01d-a441-4fc0-97f5-d9b4c5302d89.jpg,20200206_105819.jpg,37,20200101,20200107
무제,-,60*90cm,7,드로잉,크라즈 버그(박덕선 님 기증),브라질,수장고,/manage/upload_files/collection/2020/02/06/7519afd7-f1f8-4c67-aef5-9f9887814726.jpg,20200206_105729.jpg,30,20200101,20200107
무제,74x66cm,52x44cm,2,서양화,박상자,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e635b5be-4a9f-4ff1-90b2-e1fe962dcdfb.jpg,027_박상자_무제_soma_1810_acv__DSC0273.jpg,4,20000501,20000529
무제,79x55cmx6,79x55cmx6점,7,드로잉,정현,한국,미술관 2관,/manage/upload_files/collection/2021/07/12/4402b8e9-b9e0-49bc-b9a0-3b644f55c69b.jpg,"정현_무제_종이 위에 콘테, 콜타르_79x55cm_1999-2011_6점.jpg",2,20131219,20131219
무제,33x22cm,30x19cm,7,드로잉,고지영,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/c3394070-ba8b-421d-827f-e777bdeee6d8.jpg,112_고지영_무제_soma_1810_acv__DSC0300.jpg,9,20070301,20070402
무제,-,36x26cm 4점,7,드로잉,유혜숙,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/c5157cb3-978f-4700-812f-4809c39540a9.jpg,204_유혜숙_무제_1_soma_1810_acv__DSC0422.jpg,51,20151228,20151228
무제,65x58cm,45x38cm,2,서양화,신재홍,대한민국,사업기획팀,/manage/upload_files/collection/2018/12/26/48dd5938-1d8f-45e4-9902-4c983b3d7bd6.jpg,169_신재홍_무제_soma_1810_acv__DSC0128.jpg,12,19940205,20100204
상장,-,29.7x21cm,7,드로잉,허윤희,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/50770cc7-0092-4af2-a9de-a64043c1b569.jpg,208_허윤희_상장_soma_1810_acv__DSC0250.jpg,138,20151228,20151228
약동,245x242cm,214x214cm,2,서양화,황부용,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/d9624226-8736-48b2-b209-705a354f6a78.jpg,162_황부용_약동_soma_1810_acv__DSC0485.jpg,5,19860101,20100204
여름,46.3x52.2cm,22.3x27cm,7,드로잉,안재후,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/5d08c873-379e-4b5e-919d-65e9f358ad67.jpg,069_안재후_여름_soma_1810_acv__DSC0055soma_1810_acv__DSC0057.jpg,9,20051201,20051230
여인,48.5x54.5cm,24x30cm,7,드로잉,김경,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/113038a0-80d1-4c6a-9eb1-1d4a515f19be.jpg,157_김경_여인_앞_soma_1810_acv__DSC0295.jpg,20,20081230,20090130
연구,62.5x62.5cm,49x59.5cm,7,드로잉,한순자,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/6633f467-989c-4d40-a73e-5e47ff9dfa7e.jpg,178_한순자_연구_soma_1810_acv__DSC0372.jpg,20,20100707,20100709
연구,62.5x62.5cm,62.5x62.5cm,7,드로잉,한순자,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/103ede69-ad06-4ef3-a94c-cf7558e1b9c0.jpg,179_한순자_연구_soma_1810_acv__DSC0375.jpg,23,20100707,20100709
연구,62.5x62.5cm,62.5x62.5cm,7,드로잉,한순자,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/df0ab27b-9f39-4b9c-8db1-ce583bdf7d8d.jpg,177_한순자_연구_soma_1810_acv__DSC0377.jpg,15,20100707,20100709
연기,112x91.5cm,97.5x77cm,7,드로잉,이승택,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/2371b4de-3cea-49fc-81c8-023110e262a6.jpg,148_이승택_연기_soma_1810_acv__DSC0396.jpg,23,20081230,20090129
장터,206x146cm,191x130cm,1,한국화,서정철,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0951438b-8091-4c70-b708-cacee5ebe764.jpg,001_서정철_장터_soma_1810_acv__DSC0066.jpg,37,19850701,19890420
정물,49x41cm,14x21cm,7,드로잉,주경,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/2cc1d919-89ff-488b-afda-0094c6df6367.jpg,155_주경_정물_soma_1810_acv__DSC0292.jpg,21,20081230,20090130
질문,90x70cm,90x70cm,2,서양화,곽기수,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/77b0af9d-622b-43f6-be57-e73291a4a945.jpg,028_곽기수_질문_soma_1810_acv__DSC0162.jpg,3,20011101,20011108
무제,,높이 44cm,8,오브제,모한 아마라,알제리,1수장고,/manage/upload_files/collection/2021/01/13/4532f5ae-6fd9-48d9-afd1-e1dd82601b5e.jpg,라무제(모한 아마).jpg,55,20201214,20201228
노한 손,73.5x58.8cm,68x53cm,4,판화,백남준,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/3a2ca8f1-c5f6-437f-a47d-66f71c88e413.jpg,019_백남준_노한 손_soma_1810_acv__DSC0017.jpg,5,20000201,20000303
숨고 싶다,27.9x48.9cm,20.5x41cm,7,드로잉,임춘희,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/035d3079-913d-47eb-a4bc-06207c390416.jpg,138_임춘희_숨고 싶다_soma_1810_acv__DSC0209 1.jpg,35,20080401,20080423
검은 인물,,26.2*38cm,7,드로잉,이만익,한국,수장고,/manage/upload_files/collection/2021/01/13/b963edc1-907b-4bf1-a2ba-cb84ed555084.jpg,검은 인물(이만익)1.jpg,24,20201214,20201228
아기 엄마,,26.2*38cm,7,드로잉,이만익,한국,수장고,/manage/upload_files/collection/2021/01/13/30213ba1-b81a-430f-8714-81c07f43cade.jpg,아기 엄마(이만익).jpg,33,20201214,20201228
일곱 개의  바람,-,가변크기,8,오브제,형진식,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/6919aaf2-ec19-453c-93f7-0870dd67a387.jpg,198_형진식_일곱 개의 바람_SoMA_RETRO_IMG_2249.jpg,22,20141224,20141224
너의 약한 의지,48.7x67.8cm,40x59cm,7,드로잉,임춘희,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/b9a29c76-7231-4a06-911a-5dc19724ab2f.jpg,139_임춘희_너의 약한 의지_soma_1810_acv__DSC0204 1.jpg,55,20080401,20080423
언덕 위로 가는 길,126.9x87.4cm,120x80cm,5,사진,인효진,대한민국,사업기획팀,/manage/upload_files/collection/2018/12/26/d820211a-0f07-4a9c-8563-6b141fbad6a0.jpg,040_인효진_언덕 위로 가는 길_soma_1810_acv__DSC0143.jpg,2,20051201,20051230
선에 대한 기하학 해석,62x48cm,51.5x37cm,7,드로잉,박한진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0d805181-b942-424a-b307-a76cdc1a0e24.jpg,121_박한진_선에 대한 기하학 해석_soma_1810_acv__DSC0408.jpg,2,20071201,20071218
목판 드로잉,37.9x45.6cm,8.8x26.7cm,7,드로잉,유근택,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0b2e18b1-5095-477b-ad82-e01641042cbd.jpg,087_유근택_목판 드로잉_soma_1810_acv__DSC0072.jpg,10,20061201,20061228
선의 그림자,181x7x49.5cm,178x45.5cm,7,드로잉,지니서,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/14ee8370-8b24-4592-b440-f9de72093344.jpg,084_지니서_선의 그림자_soma_1810_acv__DSC0072.jpg,6,20061201,20061228
한자 바리에이션,58.8x73.5cm,53x68cm,4,판화,백남준,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/f862fa3a-3584-47f4-9744-2aa61fa3e590.jpg,025_백남준_한자 바리에이션_soma_1810_acv__DSC0024.jpg,9,20000201,20000303
누드(나부),57.8x63.2cm,54.5x60cm,7,드로잉,김태,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/25c01f67-fe77-4027-a6fe-5dc64c865562.jpg,065_김태_누드(나부)_soma_1810_acv__DSC0206 1.jpg,11,20051201,20051230
남과여,61x244cm(2P),61x244cm(2P),10,공예,배만실,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/de5344d0-0e86-4b5b-ab59-a734ef972406.jpg,012-1_배만실_남과여_soma_1810_acv__DSC0474.jpg,16,19890420,19890420
도봉산,39x48.9cm,24x34cm,7,드로잉,박고석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/28/660ec8e5-fc6f-4fe9-a1bf-675248bbafce.jpg,147_박고석_도봉산_soma_1810_acv__DSC0173.jpg,6,20081230,20090129
드로잉,53.1X31.8cm,53.1X31.8cm,7,드로잉,박석원,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/ba9a1e87-84a8-4706-a4c7-ad1ba402d0f8.jpg,190_박석원_드로잉 Drawing_soma_1810_acv__DSC0006.jpg,32,20121226,20121226
드로잉,125x94.5,119.5x79.5,7,드로잉,이승택,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/617dbc68-ae8c-4f22-bef1-d4a12cc296d5.jpg,149_이승택_드로잉_soma_1810_acv__DSC0402.jpg,23,20081230,20090129
세사람,49x38.2cm,38x27cm,7,드로잉,박한진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/075331f4-c003-408b-b7e7-99d86c1fa3d9.jpg,118_박한진_세사람_soma_1810_acv__DSC0409.jpg,4,20071201,20071218
손부처,73.5x58.8cm,68x53cm,4,판화,백남준,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/b9304b3b-0cb9-4dab-afcc-7ddd4eae379b.jpg,022_백남준_손부처_soma_1810_acv__DSC0019.jpg,9,20000201,20000303
신기루,80x109cm,61x91cm,7,드로잉,주재환,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/fb8e616a-8f3c-4099-b7a0-30a88684915b.jpg,089_주재환_신기루_soma_1810_acv__DSC0338.jpg,2,20061201,20061228
싸우다,80.6x56.1cm,77.5x53cm,7,드로잉,문성식,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/97031773-0a2d-4962-ac59-73a9b55b97fb.jpg,086_문성식_싸우다_soma_1810_acv__DSC0093.jpg,18,20061201,20061228
여행사,10x11x12cm(입체),10x11x12cm(입체),8,오브제,이솝,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/fb76e841-d693-4bd9-b530-5388d097001f.jpg,113_이솝_여행사_soma_1810_acv__DSC0589.jpg,24,20070301,20070402
용송도,396x203cm,396x203cm,1,한국화,이창문(동곡),대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/ffcb9a77-6d41-4458-bc22-20f8aa3da4a6.jpg,007_이창문(동곡)_용송도_soma_1810_acv__DSC0493.jpg,4,19860528,19890420
작업실,가변크기,가변크기,8,오브제,이기칠,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e0f30467-2d49-4f40-841f-22a00910020c.jpg,102_이기칠_작업실_soma_1810_acv__DSC0102.jpg,8,20061201,20061228
향나무,-,38x52.4cm,7,드로잉,임춘희,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/8ddbae42-57ff-4a36-b192-40be7c173f95.jpg,212_임춘희_향나무_soma_1810_acv__DSC0271.jpg,190,20151228,20151228
혀싸움,96.8x72.6cm,77x53cm,7,드로잉,김주호,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/019a6847-8acb-4859-80a6-ade26a6f8112.jpg,124_김주호_혀싸움_soma_1810_acv__DSC0224.jpg,13,20071201,20071218
관계항 - 코너,,가변크기,8,오브제,이우환(기증),한국,소마미술관 1관 중정,/manage/upload_files/collection/2020/04/13/ea96ab0e-4163-46f1-84b4-bb70805c1095.jpg,이우환(관계항-코너).jpg,117,20200109,20201228
가능한 풍경,-,60x38cm,8,오브제,윤지은,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/455917c4-f55e-4d9c-9e2c-1a6eb16c2573.jpg,202_윤지은_가능한 풍경_soma_1810_acv__DSC0608.jpg,58,20151228,20151228
결속과 자유,98.1x73cm,80x54.5cm,7,드로잉,이솝,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/842fc285-374c-4a39-b401-7cdf1975e790.jpg,114_이솝_결속과 자유_soma_1810_acv__DSC0183.jpg,6,20070301,20070402
농기구 해석,49x38.2cm,25.5x35cm,7,드로잉,박한진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/235c2bb0-b2d5-4f3d-8777-35f4664daefa.jpg,122_박한진_농기구 해석_soma_1810_acv__DSC0413.jpg,12,20071201,20071218
달하고 놀기,-,160 x 130 cm,2,서양화,곽남신,대한민국,본부장실(비즈홀),/manage/upload_files/collection/2018/12/26/7fcec0d5-3bf4-4ebb-b544-e8164cb01ac9.jpg,194_곽남신_달하고 놀기_soma_1810_acv__DSC0123.jpg,39,20131219,20131219
송도의 소녀,44.3x51cm,18.5x25.5cm,7,드로잉,안재후,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/921a0aec-d6a1-4735-83ec-4b634b78b904.jpg,067_안재후_송도의 소녀_soma_1810_acv__DSC0068.jpg,9,20051201,20051230
허씨댁 득남,56.1x80.6cm,53x77.5cm,7,드로잉,문성식,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e9e91cac-6d8a-4733-aecb-879023a0c25c.jpg,085_문성식_허씨댁 득남_soma_1810_acv__DSC0091.jpg,30,20061201,20061228
바람이 분다,,130x193cm,7,드로잉,전윤정,대한민국,수장고,/manage/upload_files/collection/2021/01/13/8e13f650-f6e8-48d8-a96b-a1f4f894a301.jpg,바람이 분다 (전윤정)1.jpg,69,20201216,20201228
기와를 입은 대지,65x117cm,65x117cm,7,드로잉,이승택,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/86e7af66-3b01-4734-b950-ea97f19d2b63.jpg,187_이승택_기와를 입은 대지_soma_1810_acv__DSC0004.jpg,30,20111130,20111130
삼양동 검은 모래 해변,-,가변크기,8,오브제,양혜령,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/42084392-7a63-4307-9cdd-566efa15ccd8.jpg,201_양혜령_삼양동 검은모래 해변.jpg,35,20151228,20151228
평면적 인식-바라보는 방법,-,41x67cm,8,오브제,임선이,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/5b272b32-eadc-45fe-a530-511705da6679.jpg,205_임선이_평면적 인식_바라보는 방법_soma_1810_acv__DSC0100.jpg,45,20151228,20151228
솔깃한 이야기,72.6x96.8cm,53x77cm,7,드로잉,김주호,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/20396ac6-ea48-4138-a8ea-85c52ce234e8.jpg,123_김주호_솔깃한 이야기_soma_1810_acv__DSC0221 1.jpg,16,20071201,20071218
욕망의 배설물,30x13cm (6P),30x13cm (6P),7,드로잉,이부록,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/bec990b6-1937-4843-9728-e0066c4ed17c.jpg,088_이부록_욕망의 배설물_1_soma_1810_acv__DSC0041.jpg,10,20061201,20061228
거기서 거긴데 너무 달라,-,23.7x34.6cm,7,드로잉,임춘희,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/a5ef2280-510b-4a8b-9ead-de0e3d706f62.jpg,213_임춘희_거기서 거긴데 너무 달라_soma_1810_acv__DSC0269.jpg,215,20151228,20151228
호랑이(동),217x214cm,168x170cm,1,한국화,서정묵,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/a176a1a9-9786-4cd2-80ad-f079d89ec2c4.jpg,006_서정묵_호랑이(동)_soma_1810_acv__DSC0506.jpg,11,19860528,19890420
호랑이(추),217x214cm,168x170cm,1,한국화,서정묵,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/83eef478-29b8-4459-89bb-35663d32bffb.jpg,005_서정묵_호랑이(추)_soma_1810_acv__DSC0515.jpg,9,19860528,19890420
호랑이(춘),217x214cm,168x170cm,1,한국화,서정묵,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/78d7decd-f7e5-4fb0-8f12-2418b49d1d5b.jpg,003_서정묵_호랑이(춘)_soma_1810_acv__DSC0512.jpg,15,19860528,19890420
호랑이(하),217x214cm,168x170cm,1,한국화,서정묵,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/521c9459-fcd8-4056-a576-ac21f8fe212b.jpg,004_서정묵_호랑이(하)_soma_1810_acv__DSC0510.jpg,15,19860528,19890420
호랑이(백호),173x173cm,142x142cm,1,한국화,김암환(남경),대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/98ee3ecc-5956-497d-82f9-34f5c6a68b51.jpg,009_김암환(남경)_호랑이(백호)_soma_1810_acv__DSC0140.jpg,8,19861020,19890420
