TITLE,FRAME_SIZE,PRDCT_SIZE,PRDCT_CL,PRDCT_CL_NM,WRITER,NATION,LOCATION,IMAGE_URL,IMAGE_NM,RDCNT,WRHOUSNG_DT,ACQS_DT
도봉산 만장봉2,48.9x39cm,35x25cm,7,드로잉,박고석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/71850af5-d8b2-442b-b84c-c3c243e15170.jpg,144_박고석_도봉산 만장봉2_soma_1810_acv__DSC0171.jpg,4,20081230,20090129
도봉산 선인봉2,48.9x39cm,33x55cm,7,드로잉,박고석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/28/bc830a70-cc3b-4df6-ac4b-3d8f30071c7d.jpg,146_박고석_도봉산 선인봉2_soma_1810_acv__DSC0177.jpg,9,20081230,20090129
이상한 나라의 동물들_보이지 않았던 동물들_2,가변크기,가변크기,8,오브제,백기은,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/4e2f2c4c-1007-4c62-9175-6a2147541936.jpg,109_백기은_이상한 나라의 동물들_보이지 않았던 동물들_2-2_soma_1810_acv__DSC0627.jpg,12,20070301,20070402
선긋기_2,37x29.5cm,35.7x18cm,7,드로잉,박한진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/14fcdf0c-2d3d-4285-847f-979e0a258ef5.jpg,116_박한진_선긋기_2_soma_1810_acv__DSC0412.jpg,8,20071201,20071218
계몽적인 그림_2,52.8x57.9cm,39.5x38cm,7,드로잉,김지원,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/496c62db-d9fe-44d0-98fc-3b717e946a7b.jpg,075_김지원_계몽적인 그림_2_soma_1810_acv__DSC0087.jpg,11,20051201,20051230
움직이는 이야기2,-,15x120x15cm,8,오브제,류승환,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0967ef14-dc81-4dbc-ab6b-eb2dce23f5dc.jpg,199_류승환_움직이는 이야기2_soma_1810_acv__DSC0558.jpg,36,20151228,20151228
몽촌토성_2,102x75.8cm,99x72.7cm,5,사진,이갑철,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/1fb4ae8e-db3f-4e17-92b7-6ce0011805cc.jpg,057_이갑철_몽촌토성_2_soma_1810_acv__DSC0318.jpg,4,20051201,20051230
몽촌토성_2,110x95cm,110x95cm,5,사진,김광수,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/2a99bbcb-85e3-4040-beb7-796bf1d7e5e4.jpg,034_김광수_몽촌토성_2_soma_1810_acv__DSC0137 1 1.jpg,7,20051201,20051230
역사속으로_2,92x68cm,82x57cm,5,사진,서남규,대한민국,투표권사업팀,/manage/upload_files/collection/2018/12/26/d0447d11-9628-43b6-b69c-313f7ef845a1.jpg,046_서남규_역사속으로_2_soma_1810_acv__DSC0138.jpg,5,20051201,20051230
올림픽공원_2,145x112cm,145x112cm,5,사진,임선영,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/81bd92c1-17b4-4048-8b74-14351cc4842d.jpg,061_임선영_올림픽공원_2_soma_1810_acv__DSC0079.jpg,19,20051201,20051230
지평선2014-1-문,-,165x350x30cm,8,오브제,채우승,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/2c976e4f-babd-4ba3-a0dc-219f131e0939.jpg,200_채우승_지평선2014-1-문_soma_1810_acv__DSC0096.jpg,45,20151228,20151228
24개속의 하나,73.5x58.8cm,68x53cm,4,판화,백남준,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/52a48bca-1c67-48d8-b229-cbec1ba13c4d.jpg,018_백남준_24개속의 하나_soma_1810_acv__DSC0069.jpg,11,20000201,20000303
우린 그렇게 노래한다네_3,59.5x82.5cm,56x78cm,7,드로잉,송민규,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/13792875-647a-4bc8-8936-4c48fe04b443.jpg,127_송민규_우린 그렇게 노래한다네_3_soma_1810_acv__DSC0332.jpg,9,20071201,20071218
서울 모더니즘_3,72.4x29.5cm,70x27cm,7,드로잉,박용석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/1e1139d0-86b3-4a6f-a893-31dbac3a5e9c.jpg,093_박용석_서울 모더니즘_3_soma_1810_acv__DSC0319.jpg,7,20061201,20061228
무제_3,112.6x87.9cm,108x83cm,5,사진,성남훈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e1bf4121-b39c-4d73-b40a-327a74875a1f.jpg,054_성남훈_무제_3_soma_1810_acv__DSC0102.jpg,5,20051201,20051230
무제_3,69x54cm,61x45cm,7,드로잉,옥경(기증),대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/6f094549-bcbc-4fe0-aa0f-be5b5b785306.jpg,172_옥경_옥경-무제_3_soma_1810_acv__DSC0385.jpg,13,20060529,20100204
무제_3,85x39cm,29x21cm,7,드로잉,이영빈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/c04518d5-eb2d-4f60-ba12-f31ab409e380.jpg,131_이영빈_무제_3_soma_1810_acv__DSC0061.jpg,11,20071201,20071218
드로잉3,41.3x48cm,24.5x18.4cm,7,드로잉,하인두,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/17521597-e1d2-4146-8c9e-601931a7a2ba.jpg,152_하인두_드로잉3_앞_soma_1810_acv__DSC0116.jpg,11,20081230,20090130
공원을 위한 포즈_3,183x63cm,178x58cm,5,사진,박진영,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/d973852e-75c6-4336-9863-ed6b2297780f.jpg,043_박진영_공원을 위한 포즈-3_soma_1810_acv__DSC0076 1.jpg,1,20051201,20051230
이상한 나라의 동물들_보이지 않았던 동물들_3,39.2x32.6cm,20.5x14cm,7,드로잉,백기은,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/9c25f0fd-febb-4451-8fe2-db1341486448.jpg,110_백기은_이상한 나라의 동물들_보이지 않았던 동물들_3_soma_1810_acv__DSC0199.jpg,17,20070301,20070402
선긋기_3,37x29.5cm,35.7x18cm,7,드로잉,박한진,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/f89f0040-cdc9-4a70-a444-3380445a3ea8.jpg,117_박한진_선긋기_3_soma_1810_acv__DSC0429.jpg,5,20071201,20071218
몽촌토성_3,102x75.8cm,99x72.7cm,5,사진,이갑철,대한민국,기념사업팀,/manage/upload_files/collection/2018/12/26/9f497886-826d-497f-89a0-ff3ddb777c15.jpg,058_이갑철_몽촌토성_3_soma_1810_acv__DSC0139.jpg,5,20051201,20051230
몽촌토성_3,102x82cm,99x79cm,5,사진,김광수,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0d972631-3a4c-4084-a5e7-4a5efc938f16.jpg,035_김광수_몽촌토성_3_soma_1810_acv__DSC0133 1.jpg,11,20051201,20051230
우린 그렇게 노래한다네_4,59.5x82.5cm,56x78cm,7,드로잉,송민규,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/c1b396cf-1a09-4ec2-8303-72baaed9992f.jpg,128_송민규_우린 그렇게 노래한다네_4_soma_1810_acv__DSC0336.jpg,13,20071201,20071218
서울 모더니즘_4,72.4x29.5cm,70x27cm,7,드로잉,박용석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/9e1bedc3-1797-43a4-9e60-0abb4c3ccff7.jpg,094_박용석_서울 모더니즘_4_soma_1810_acv__DSC0321.jpg,26,20061201,20061228
무제_4,85x39cm,29x21cm,7,드로잉,이영빈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/6f7becf4-fd3f-45ee-a751-482a25fe31f3.jpg,132_이영빈_무제_4_soma_1810_acv__DSC0064.jpg,15,20071201,20071218
무제_4,112.6x87.9cm,108x83cm,5,사진,성남훈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/4c0b096f-118c-44bb-9638-32bea3f805b0.jpg,055_성남훈_무제_4_soma_1810_acv__DSC0104.jpg,7,20051201,20051230
무제_4,69x54cm,61x45cm,7,드로잉,옥경(기증),대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/38079366-58e1-4fd8-b385-30022438a955.jpg,173_옥경_옥경-무제_4_soma_1810_acv__DSC0389.jpg,23,20060529,20100204
드로잉4,41.3x48cm,24.5x18.4cm,7,드로잉,하인두,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/b75f9052-432d-4271-95fa-a029a55e787e.jpg,153_하인두_드로잉4_앞_soma_1810_acv__DSC0122.jpg,20,20081230,20090130
공원을 위한 포즈_4,183x63cm,178x58cm,5,사진,박진영,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/757c3da9-3630-475f-af70-09b2ec905dc3.jpg,044_박진영_공원을 위한 포즈-4_soma_1810_acv__DSC0451.jpg,7,20051201,20051230
이상한 나라의 동물들_보이지 않았던 동물들_4,39.2x32.6cm,20.5x14cm,7,드로잉,백기은,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e94e83db-52b8-444a-a46c-56342fb8f956.jpg,111_백기은_이상한 나라의 동물들_보이지 않았던 동물들_4_soma_1810_acv__DSC0202.jpg,16,20070301,20070402
몽촌토성_4,102x82cm,99x79cm,5,사진,김광수,대한민국,기념사업팀,/manage/upload_files/collection/2018/12/26/58fb5b5f-6d81-4cc3-8722-8178874a15d6.jpg,036_김광수_몽촌토성_4_soma_1810_acv__DSC0140 1 2.jpg,8,20051201,20051230
몽촌토성_4,102x75.8cm,99x72.7cm,5,사진,이갑철,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/18b06be7-7fea-485c-8b9c-b1714fd4f21f.jpg,059_이갑철_몽촌토성_4_soma_1810_acv__DSC0316.jpg,4,20051201,20051230
서울 모더니즘_5,72.4x29.5cm,70x27cm,7,드로잉,박용석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/bb95728c-528d-4325-b893-0666c667a8a7.jpg,095_박용석_서울 모더니즘_5_soma_1810_acv__DSC0322.jpg,10,20061201,20061228
무제_5,85x39cm,29x21cm,7,드로잉,이영빈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/047d31c6-4044-4e8c-be3b-5aa1598fa72b.jpg,133_이영빈_무제_5_soma_1810_acv__DSC0062.jpg,12,20071201,20071218
무제_5,65.5x82cm,45x60cm,7,드로잉,옥경(기증),대한민국,사업기획팀,/manage/upload_files/collection/2018/12/26/f07e45e1-e711-4c1f-a1e7-37991ce3c641.jpg,174_옥경_옥경-무제_5_soma_1810_acv__DSC0132.jpg,16,20060529,20100204
서울 모더니즘_6,72.4x29.5cm,70x27cm,7,드로잉,박용석,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/ee9d44f8-9b70-4608-badc-9f1bc04770b1.jpg,096_박용석_서울 모더니즘_6_soma_1810_acv__DSC0323.jpg,14,20061201,20061228
무제_6,85x39cm,29x21cm,7,드로잉,이영빈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/f887bb1b-e948-4f70-8ce7-33c351e562fb.jpg,134_이영빈_무제_6_soma_1810_acv__DSC0063.jpg,11,20071201,20071218
무제_6,65.5x82cm,45x60cm,7,드로잉,옥경(기증),대한민국,사업기획팀,/manage/upload_files/collection/2018/12/26/cbdd61a7-7005-47d1-a08d-8dbe746fc2da.jpg,175_옥경_옥경-무제_6_soma_1810_acv__DSC0130.jpg,25,20060529,20100204
무제_7,85x39cm,29x21cm,7,드로잉,이영빈,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/471bc959-7b03-4b64-b994-6a7745cc5655.jpg,135_이영빈_무제_7_soma_1810_acv__DSC0066.jpg,13,20071201,20071218
무제_7,115x233cm,112x230cm,7,드로잉,옥경(기증),대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/a16cf80f-0b70-41a9-8797-1c82a20ffb5a.jpg,176_옥경_옥경-무제_7_soma_1810_acv__DSC0366.jpg,16,20060529,20100204
무제 81-12,56x75.5cm,56x75.5cm,7,드로잉,엄태정,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/db36aefa-dac2-420c-8956-fb12c5b1aee6.jpg,186_엄태정_무제 81-12_soma_1810_acv__DSC0346.jpg,20,20111130,20111130
무제 81-5,56x75.5cm,56x75.5cm,7,드로잉,엄태정,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/ce46f8a1-8ef1-4dc0-b1e5-9a6915cb308e.jpg,185_엄태정_무제 81-5_soma_1810_acv__DSC0002.jpg,19,20111130,20111130
한국화군어도(88마리도),737x144cm,737x144cm,1,한국화,이동원(몽천),대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/26bde351-6abd-4c71-9a06-a236dc8115ce.jpg,011_이동원(몽천)_한국화군어도(88마리도)_soma_1810_acv__DSC0671.jpg,8,19880601,19890420
모델 B,43.8x56.5cm,25x38cm,7,드로잉,최경한,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/eda7127d-c9a9-41e3-bfb7-9b3f9041b256.jpg,070_최경한_모델 B_soma_1810_acv__DSC0055.jpg,3,20051201,20051230
Correspondance,56x77cm,56x77cm,4,판화,이우환,대한민국,본부장실(비즈홀),/manage/upload_files/collection/2018/12/26/36366759-401e-42a1-91ca-7f2c967fbd14.jpg,032_이우환_Correspondance_soma_1810_acv__DSC0126.jpg,36,20051012,20051102
깊이에의 강요_d-못04,-,40x50cm,8,오브제,홍승희,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/fc2c1be3-aa52-4585-8fb1-9fbaffbcb862.jpg,206_홍승희_깊이에의 강요_d- 못04_soma_1810_acv__DSC0266.jpg,48,20151228,20151228
D-89-(4),27X18cm,27X18cm,7,드로잉,최만린,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/cdc79fd9-e5a7-44a9-b98b-4e71fe1f6204.jpg,188_최만린_D-89-(4)_soma_1810_acv__DSC0405.jpg,26,20111130,20111130
친구 H,56.7x44cm,37.5x25cm,7,드로잉,최경한,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/7459fc13-e5cc-4a46-a808-4507cdb9235a.jpg,071_최경한_친구 H_soma_1810_acv__DSC0059.jpg,8,20051201,20051230
Hanger Ⅱ,29x15cm,29x15cm,8,오브제,나이젤 홀,영국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e49b7f64-a8a4-45ca-b187-3e856ed79d3d.jpg,159_나이젤 홀_Hanger II_완성품_soma_1810_acv__DSC0592.jpg,17,20081230,20090130
Han River,27.5x35.9x19.4cm,27.5x35.9x19.4cm,6,조각,나이젤 홀,영국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0d8cd0ec-938c-47b0-860f-b517ccfb8da9.jpg,158_나이젤 홀_Han River_soma_1810_acv__DSC0524.jpg,27,20081230,20090130
Historic Monument_1,97x295cm,97x295cm,5,사진,신기선,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/1f596789-34a0-47f6-a640-cafcd95a4c47.jpg,062_신기선_Historic Monument_1_soma_1810_acv__DSC0467.jpg,11,20051201,20051230
Historic Monument_2,97x295cm,97x295cm,5,사진,신기선,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/0da503f6-f827-48ac-9d4d-aaf6d1e88281.jpg,063_신기선_Historic Monument_2_soma_1810_acv__DSC0328.jpg,3,20051201,20051230
Historic Monument_3,97x295cm,97x295cm,5,사진,신기선,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/5418afc4-46a2-404b-a835-b378563ec88d.jpg,064_신기선_Historic Monument_3_soma_1810_acv__DSC0472.jpg,3,20051201,20051230
In Between,Edition(10P)-CD,Edition(10P)-CD,11,뉴미디어,안수연,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/e5b2bdab-12fd-454f-b2a1-185d0e93129b.jpg,090_안수연_In Between_01.jpg,17,20061201,20061228
Indeterminate Line,264x238cm,264x238cm,6,조각,베르나르 브네,프랑스,미술관 1관,/manage/upload_files/collection/2018/12/26/1965b6f8-5d3d-49ff-a2b3-28ece4d2a32e.jpg,136_베르나르 브네_Indeterminate Line_soma_1810_acv__DSC0059.jpg,14,20071201,20071231
Jesse Owens를 위하여,73.5x58.8cm,68x53cm,4,판화,백남준,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/b24636e5-9ece-4659-bf57-71b193c24865.jpg,023_백남준_Jesse Owens를 위하여_soma_1810_acv__DSC0014.jpg,8,20000201,20000303
NJP-at 1800 RPMs,-,각30X30X12.5cm,8,오브제,백남준,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/37be0abe-112c-4706-a7dd-ff78820a0805.jpg,191_백남준_NJP-at 1800 RPMs_soma_1810_acv__DSC0027.jpg,53,20121226,20121226
Nobert Wiener의 타임시리즈 방정식,73.5x58.8cm,68x53cm,4,판화,백남준,대한민국,미술관 1관,/manage/upload_files/collection/2018/12/26/112ba0a5-b363-4d09-a8d1-591b409d2738.jpg,016_백남준_Norbert Wiener의 타임시리즈의 방정식_soma_1810_acv__DSC0011.jpg,10,20000201,20000303
O 91-1-1-0,,36x25x24cm,6,조각,최만린,대한민국,미술관 2관,/manage/upload_files/collection/2021/07/27/f1313566-08d5-4a65-a1ab-ee7b630cb50f.jpg,"최만린, O 91-1-1-O, 36x25x24cm, 브론즈,1991.jpg",0,20111130,20111130
O 91-1-1-0,-,36X25X24cm,6,조각,최만린,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/8ec3c7f3-43a0-46b9-97aa-58076bd785af.jpg,189_최만린_O 91-1-1-0_soma_1810_acv__DSC0576.jpg,44,20111130,20111130
Rising Moon_1,37.5x48cm,38.5x28.5cm,7,드로잉,박미현,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/11b2821e-eaa3-4bd9-9845-d437b96a9a5f.jpg,097_박미현_Rising Moon_1_soma_1810_acv__DSC0084.jpg,8,20061201,20061228
Rising Moon_2,37.5x48cm,38.5x28.5cm,7,드로잉,박미현,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/b5689b17-6c1f-4422-9eb3-3ff8367192ea.jpg,098_박미현_Rising Moon_2_soma_1810_acv__DSC0082.jpg,7,20061201,20061228
Rising Moon_3,37.5x48cm,37.5x48cm,7,드로잉,박미현,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/081e7e0c-cb28-4256-8364-7dc977d1144f.jpg,099_박미현_Rising Moon_3_soma_1810_acv__DSC0080.jpg,4,20061201,20061228
Rising Moon_4,37.5x48cm,37.5x48cm,7,드로잉,박미현,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/3ec3c2eb-b25d-4f5d-9521-b61571164ceb.jpg,100_박미현_Rising Moon_4_soma_1810_acv__DSC0076.jpg,5,20061201,20061228
Rising Moon_5,37.5x48cm,37.5x48cm,7,드로잉,박미현,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/f95836d9-173f-46b8-adcd-0c1d03b42b58.jpg,101_박미현_Rising Moon_5_soma_1810_acv__DSC0074.jpg,6,20061201,20061228
Study for scan project,217x149.5cm,193x128cm,7,드로잉,데니스 오펜하임,미국,미술관 수장고,/manage/upload_files/collection/2018/12/26/76a3943c-88c4-40b4-b3fb-d1e4a01b8ec1.jpg,160_데니스 오펜하임_Study for Scan Project_soma_1810_acv__DSC0278.jpg,35,20081230,20090130
The Hinge of the Way,,116*91cm,7,드로잉,정헌조,한국,수장고,/manage/upload_files/collection/2021/01/13/49ba214a-01fc-44a2-afbe-3c041a400fa8.jpg,The Hinge of the Way (정헌조)1.jpg,31,20201216,20201228
The Starlight in Olympic Park_1,75x75cm,75x75cm,5,사진,이원철,대한민국,임원실,/manage/upload_files/collection/2018/12/26/bb5b51d7-ea24-4981-b404-bbabdcbd10fa.jpg,049_이원철_The Starlight in Olympic Park_1_soma_1810_acv__DSC0459.jpg,8,20051201,20051230
The Starlight in Olympic Park_2,75x75cm,75x75cm,5,사진,이원철,대한민국,임원실,/manage/upload_files/collection/2018/12/26/1e6ca90c-fd35-4a7a-8c24-0b3dc77672e5.jpg,050_이원철_The Starlight in Olympic Park_2_soma_1810_acv__DSC0463.jpg,8,20051201,20051230
The Starlight in Olympic Park_3,75x75cm,75x75cm,5,사진,이원철,대한민국,임원실,/manage/upload_files/collection/2018/12/26/f2fbde89-b21a-45e2-89cf-b92d03e9f83d.jpg,051_이원철_The Starlight in Olympic Park_3_soma_1810_acv__DSC0461.jpg,6,20051201,20051230
Ugly Character 0725-1,95.5x126.1cm,78.8x109cm,7,드로잉,윤여범,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/756ed9f9-78b2-4a45-bd6b-fe3ded794916.jpg,140_윤여범_Ugly Character 0725-1_soma_1810_acv__DSC0191.jpg,26,20080401,20080423
Ugly Character 0725-2,95.5x126.1cm,78.8x109cm,7,드로잉,윤여범,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/067b5682-671f-410e-92a8-9984d3e528b3.jpg,141_윤여범_Ugly Character 0725-2_soma_1810_acv__DSC0193.jpg,9,20080401,20080423
울티마 머드퍽스(Ultima Mudfox),65&times;150&times;55cm,65&times;150&times;55cm,6,조각,최우람,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/6ab306a8-3dfb-42c3-a878-3751eb028ccf.jpg,031_최우람_울티마 머드퍽스_soma_1810_acv__DSC0086.jpg,16,20041229,20041231
生놀이(부엉이),134.5x111.5cm,129x96cm,2,서양화,유휴열,대한민국,미술관 수장고,/manage/upload_files/collection/2018/12/26/f172afe4-3cdd-4e5d-b351-057d3b26c8f5.jpg,014_유휴열_생놀이(부엉이)_soma_1810_acv__DSC0342.jpg,8,19881001,19981030
